ms_today;input_voltage;temp_mos_max;temp_mos_1;temp_mos_2;temp_mos_3;temp_motor;current_motor;current_in;d_axis_current;q_axis_current;erpm;duty_cycle;amp_hours_used;amp_hours_charged;watt_hours_used;watt_hours_charged;tachometer;tachometer_abs;encoder_position;fault_code;vesc_id;d_axis_voltage;q_axis_voltage;ms_today_setup;amp_hours_setup;amp_hours_charged_setup;watt_hours_setup;watt_hours_charged_setup;battery_level;battery_wh_tot;current_in_setup;current_motor_setup;speed_meters_per_sec;tacho_meters;tacho_abs_meters;num_vescs;ms_today_imu;roll;pitch;yaw;accX;accY;accZ;gyroX;gyroY;gyroZ;gnss_posTime;gnss_lat;gnss_lon;gnss_alt;gnss_gVel;gnss_vVel;gnss_hAcc;gnss_vAcc;
72242739;11.8;28.5;0;0;0;-75.2;0;0;0;0;0;-0.001;0.0231;0;0.2735;0.0003;89548;89754;44.9589;0;101;0.003;-0.002;72242649;0.0231;0;0.2735;0.0003;0.693;39.258;0;0;0;185.316;185.742;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
72242771;11.8;28.5;0;0;0;-74.8;0;0;0;0;0;-0.001;0.0231;0;0.2735;0.0003;89548;89754;45;0;101;0.003;-0.002;72242739;0.0231;0;0.2735;0.0003;0.693;39.258;0;0;0;185.316;185.742;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
72242805;11.8;28.5;0;0;0;-74.6;0;0;0;0;0;0;0.0231;0;0.2735;0.0003;89548;89754;44.9794;0;101;0.003;-0.002;72242771;0.0231;0;0.2735;0.0003;0.693;39.258;0;0;0;185.316;185.742;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
72242833;11.8;28.5;0;0;0;-74.8;0;0;0;0;0;0;0.0231;0;0.2735;0.0003;89548;89754;45;0;101;0.003;-0.002;72242805;0.0231;0;0.2735;0.0003;0.693;39.259;0;0;0;185.316;185.742;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
72242863;11.8;28.5;0;0;0;-75.1;0;0;0;0;0;0;0.0231;0;0.2735;0.0003;89548;89754;45.0237;0;101;0.003;-0.001;72242833;0.0231;0;0.2735;0.0003;0.693;39.259;0;0;0;185.316;185.742;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
72242896;11.8;28.5;0;0;0;-75.3;0;0;0;0;0;0;0.0231;0;0.2735;0.0003;89548;89754;44.9863;0;101;0.003;-0.002;72242863;0.0231;0;0.2735;0.0003;0.693;39.259;0;0;0;185.316;185.742;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
72242927;11.8;28.5;0;0;0;-75.6;0;0;0;0;0;0;0.0231;0;0.2735;0.0003;89548;89754;44.9589;0;101;0.003;-0.001;72242896;0.0231;0;0.2735;0.0003;0.693;39.259;0;0;0;185.316;185.742;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
72242957;11.8;28.5;0;0;0;-75.2;0;0;0;0;0;0;0.0231;0;0.2735;0.0003;89548;89754;44.9932;0;101;0.003;-0.002;72242928;0.0231;0;0.2735;0.0003;0.693;39.26;0;0;0;185.316;185.742;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
72242989;11.8;28.5;0;0;0;-74.8;0;0;0;0;0;0;0.0231;0;0.2735;0.0003;89548;89754;44.9805;0;101;0.003;-0.002;72242958;0.0231;0;0.2735;0.0003;0.693;39.26;0;0;0;185.316;185.742;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
72243020;11.8;28.5;0;0;0;-74.8;0;0;0;0;0;0;0.0231;0;0.2735;0.0003;89548;89754;45;0;101;0.003;-0.002;72242989;0.0231;0;0.2735;0.0003;0.693;39.261;0;0;0;185.316;185.742;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
