T;I1;I2;I3;V1;V2;V3;I_tot;V_zero;Phase
0.0068;-0.805861;-1.04762;1.85348;0;0;0;1.98443;0;338.4;
0.00686667;-0.725275;-1.04762;1.77289;0.0150879;0;-0.0150879;1.91392;0.0754395;336.96;
0.00693333;-0.644689;-1.12821;1.77289;0.0150879;0.0150879;0;1.92399;0.0754395;336.96;
0.007;-0.564103;-0.967033;1.53114;0.0150879;0;0;1.67216;0;335.52;
0.00706667;-0.886447;-0.886447;1.77289;0.0150879;0;-0.0150879;1.90385;0.0150879;334.08;
0.00713333;-0.886447;-1.04762;1.93407;0.0150879;0.0150879;0;2.06502;0.0754395;334.08;
0.0072;-0.805861;-1.12821;1.93407;0.0150879;0;0;2.06502;0.0301758;332.64;
0.00726667;-0.805861;-0.886447;1.69231;0.0150879;0;-0.0150879;1.82326;0.0301758;331.2;
0.00733333;-0.886447;-0.805861;1.69231;0.0150879;0.0150879;0;1.82326;0.0754395;331.2;
0.0074;-0.967033;-0.886447;1.85348;0;0;0;1.98443;0.0301758;329.76;
0.00746667;-1.04762;-0.886447;1.93407;0.0150879;-0.0150879;0;2.06502;0.0905273;328.32;
0.00753333;-0.886447;-0.725275;1.61172;0.0301758;0;0;1.74267;0;328.32;
0.0076;-1.04762;-0.725275;1.77289;0.0150879;0;0;1.91392;0.0150879;326.88;
0.00766667;-1.12821;-0.805861;1.93407;0.0150879;0;0;2.06502;0.0754395;325.44;
0.00773333;-1.12821;-0.886447;2.01465;0.0150879;0;0;2.1456;0.0603516;325.44;
0.0078;-1.20879;-0.886447;2.09524;0.0150879;0;0;2.22619;0.0301758;324;
0.00786667;-1.20879;-0.564103;1.77289;0.0150879;0;-0.0150879;1.93407;0.0301758;322.56;
0.00793333;-1.36996;-0.40293;1.77289;0.0150879;0;0;1.98443;0;322.56;
0.008;-1.53114;-0.644689;2.17582;0.0150879;0.0150879;0;2.35714;0.0150879;321.12;
0.00806667;-1.61172;-0.40293;2.01465;0.0150879;0.0150879;0;2.25641;0.0150879;319.68;
0.00813333;-1.69231;-0.241758;1.93407;0.0150879;0;0;2.22619;0.0905273;319.68;
0.0082;-1.69231;-0.241758;1.93407;0.0150879;0;0;2.22619;0.0301758;318.24;
0.00826667;-2.01465;-0.40293;2.41758;0.0150879;0;-0.0150879;2.70971;0.0905273;316.8;
0.00833333;-2.01465;-0.0805861;2.09524;0.0150879;0;0;2.4881;0.0905273;316.8;
0.0084;-2.01465;0.241758;1.77289;0.0150879;0.0150879;0;2.26648;0.0150879;315.36;
0.00846667;-2.01465;0.161172;1.85348;0.0150879;0.0150879;0;2.2967;0.0754395;313.92;
0.00853333;-2.17582;0.0805861;2.09524;0.0150879;0;-0.0150879;2.52839;0.0452637;313.92;
0.0086;-2.337;0.241758;2.09524;0.0301758;0;0;2.62912;0.0150879;312.48;
0.00866667;-2.41758;0.161172;2.25641;0.0150879;0;0;2.77015;0.0754395;311.04;
0.00873333;-2.57875;0.0805861;2.49817;0.0150879;0;0;2.99176;0.0754395;311.04;
0.0088;-2.57875;0.0805861;2.49817;0.0150879;0;-0.0150879;2.99176;0.0754395;309.6;
0.00886667;-2.65934;-0.0805861;2.73993;0.0150879;0;-0.0150879;3.23352;0.0452637;309.6;
0.00893333;-2.65934;-0.161172;2.82051;0.0301758;0;-0.0301758;3.28388;0.0301758;308.16;
0.009;-2.82051;-0.40293;3.22344;0.0150879;0.0150879;0;3.62637;0.0603516;306.72;
0.00906667;-2.82051;-0.725275;3.54579;0.0150879;0;0;3.86813;0.0301758;306.72;
0.00913333;-2.98168;-0.886447;3.86813;0.0150879;0.0150879;0;4.1804;0.0754395;305.28;
0.0092;-2.82051;-0.886447;3.70696;0.0150879;0;-0.0150879;3.99908;0.0452637;303.84;
0.00926667;-2.98168;-1.28938;4.27106;0.0301758;0;-0.0150879;4.50275;0.0301758;303.84;
0.00933333;-2.73993;-1.36996;4.10989;0.0150879;0;0;4.31136;0.0603516;302.4;
0.0094;-2.65934;-1.53114;4.19048;0.0150879;0.0150879;0;4.37179;0.0754395;302.4;
0.00946667;-2.65934;-1.69231;4.35165;0.0150879;0;0;4.51282;0.0905273;300.96;
0.00953333;-2.41758;-1.45055;3.86813;0.0150879;0;0;4.03938;0.0301758;299.52;
0.0096;-2.49817;-1.69231;4.19048;0.0150879;0.0150879;0;4.34157;0.0301758;299.52;
0.00966667;-2.41758;-1.53114;3.94872;0.0150879;0;-0.0150879;4.10989;0.0905273;298.08;
0.00973333;-2.337;-1.53114;3.86813;0.0150879;0.0150879;0;4.01923;0.0603516;296.64;
0.0098;-2.17582;-1.53114;3.70696;0.0150879;-0.0150879;0;3.84799;0.0150879;296.64;
0.00986667;-2.09524;-1.53114;3.62637;0.0150879;0;-0.0150879;3.7674;0.0754395;295.2;
0.00993333;-1.93407;-1.36996;3.30403;0.0150879;0.0150879;0;3.44505;0.0603516;293.76;
0.01;-2.01465;-1.28938;3.30403;0.0301758;0;0;3.45513;0.0150879;292.32;
0.0100667;-2.01465;-1.20879;3.22344;0.0150879;0.0150879;-0.0150879;3.38462;0.0150879;292.32;
0.0101333;-2.09524;-1.36996;3.4652;0;0;0;3.6163;0.0905273;290.88;
0.0102;-2.01465;-1.04762;3.06227;0.0150879;0.0150879;0;3.23352;0.0301758;289.44;
0.0102667;-2.01465;-0.805861;2.82051;0.0150879;0;0;3.03205;0.0150879;289.44;
0.0103333;-2.01465;-0.725275;2.73993;0.0150879;0;0;2.96154;0.0603516;288;
0.0104;-2.17582;-0.564103;2.73993;0.0150879;0.0150879;0;3.0119;0.0150879;286.56;
0.0104667;-2.17582;-0.241758;2.41758;0.0150879;0;0;2.78022;0.0754395;285.12;
0.0105333;-2.337;0;2.337;0.0150879;-0.0150879;0;2.81044;0.0754395;285.12;
0.0106;-2.17582;0.161172;2.01465;0.0150879;-0.0150879;0;2.4881;0.0150879;283.68;
0.0106667;-1.93407;0.40293;1.53114;0;0;0;2.10531;0;282.24;
0.0107333;-2.17582;0.40293;1.77289;0.0150879;0.0150879;-0.0150879;2.37729;0.0754395;280.8;
0.0108;-1.77289;0.644689;1.12821;0;0;0;1.85348;0;279.36;
0.0108667;-2.25641;0.564103;1.69231;0.0150879;0;0;2.40751;0.0754395;279.36;
0.0109333;-2.337;0.725275;1.61172;0.0150879;0;0;2.4478;0.0754395;277.92;
0.011;-2.49817;0.725275;1.77289;0.0150879;-0.0150879;0;2.62912;0.0150879;276.48;
0.0110667;-2.49817;0.886447;1.61172;0.0150879;0;0;2.58883;0.0150879;275.04;
0.0111333;-2.337;1.04762;1.28938;0.0150879;-0.0150879;0;2.39744;0.0754395;275.04;
0.0112;-2.17582;1.20879;0.967033;0.0150879;-0.0150879;0;2.23626;0.0301758;273.6;
0.0112667;-2.25641;1.12821;1.12821;0.0301758;0;0;2.31685;0.0150879;272.16;
0.0113333;-2.337;1.28938;1.04762;0.0150879;0;0;2.39744;0.0603516;272.16;
0.0114;-2.17582;1.53114;0.644689;0.0150879;0;0;2.28663;0.0603516;270.72;
0.0114667;-2.41758;1.45055;0.967033;0.0150879;0;0;2.4881;0.0754395;269.28;
0.0115333;-2.337;1.61172;0.725275;0.0150879;0;0;2.43773;0.0603516;269.28;
0.0116;-2.337;1.77289;0.564102;0.0150879;0;0;2.4881;0.0301758;267.84;
0.0116667;-2.25641;1.77289;0.483516;0.0150879;-0.0150879;0;2.41758;0.0754395;266.4;
0.0117333;-2.337;1.85348;0.483516;0.0301758;0;0;2.50824;0.0754395;266.4;
0.0118;-2.25641;2.01465;0.241758;0.0150879;0;0;2.51831;0.0301758;264.96;
0.0118667;-2.337;2.01465;0.322344;0.0150879;0;0;2.57875;0.0754395;263.52;
0.0119333;-2.01465;2.337;-0.322344;0.0301758;0;0;2.55861;0.0452637;262.08;
0.012;-2.337;2.337;0;0.0150879;0;0;2.73993;0.0603516;262.08;
0.0120667;-2.65934;2.17582;0.483516;0.0150879;0;0;2.88095;0.0150879;260.64;
0.0121333;-2.65934;2.57875;0.080586;0.0301758;0;-0.0150879;3.06227;0.0905273;259.2;
0.0122;-2.49817;2.82051;-0.322344;0.0301758;0;0;3.12271;0.0150879;257.76;
0.0122667;-2.65934;3.14286;-0.483517;0.0150879;0;0;3.41483;0.0301758;257.76;
0.0123333;-2.98168;3.14286;-0.161172;0.0150879;0;0.0150879;3.57601;0.0754395;256.32;
0.0124;-2.98168;3.38462;-0.40293;0.0150879;0;0.0150879;3.72711;0.0150879;254.88;
0.0124667;-3.06227;3.70696;-0.644689;0.0150879;0;0.0150879;3.98901;0.0754395;253.44;
0.0125333;-3.14286;3.86813;-0.725275;0.0150879;0;0;4.14011;0.0301758;253.44;
0.0126;-3.14286;4.0293;-0.886446;0.0150879;-0.0150879;0;4.26099;0.0301758;252;
0.0126667;-3.4652;4.0293;-0.564102;0.0301758;-0.0150879;0.0150879;4.39194;0.0754395;250.56;
0.0127333;-3.62637;4.27106;-0.644689;0.0150879;0;0;4.6337;0.0754395;249.12;
0.0128;-3.78755;4.35165;-0.564103;0.0150879;-0.0150879;0.0150879;4.76465;0.0452637;249.12;
0.0128667;-3.86813;4.27106;-0.40293;0.0150879;0;0.0150879;4.7445;0.0150879;247.68;
0.0129333;-3.94872;4.51282;-0.564103;0.0150879;0;0;4.94597;0.0603516;246.24;
0.013;-4.0293;4.51282;-0.483517;0.0150879;-0.0150879;0;4.98626;0.0301758;246.24;
0.0130667;-4.27106;4.35165;-0.0805864;0.0150879;0;0.0150879;5.01648;0.0150879;244.8;
0.0131333;-4.27106;4.51282;-0.241758;0.0150879;0;0.0150879;5.11722;0.0754395;243.36;
0.0132;-4.27106;4.51282;-0.241758;0.0150879;0;0;5.11722;0.0150879;243.36;
0.0132667;-4.19048;4.67399;-0.483516;0.0150879;0;0;5.17766;0.0301758;241.92;
0.0133333;-4.43223;4.27106;0.161172;0.0301758;0;0;5.06685;0.0905273;240.48;
0.0134;-4.51282;4.10989;0.40293;0.0301758;0;0;5.03663;0.0150879;240.48;
0.0134667;-4.51282;3.94872;0.564103;0.0150879;0;0;4.96612;0.0754395;239.04;
0.0135333;-4.43223;3.86813;0.564103;0.0301758;0;0;4.87546;0.0150879;237.6;
0.0136;-4.43223;3.70696;0.725275;0.0301758;0;0;4.80494;0;237.6;
0.0136667;-4.43223;3.30403;1.12821;0.0150879;0;0;4.65385;0.0754395;236.16;
0.0137333;-4.27106;3.30403;0.967033;0.0150879;0;0;4.53297;0.0754395;234.72;
0.0138;-3.94872;3.06227;0.886447;0.0150879;0;-0.0150879;4.19048;0.0754395;234.72;
0.0138667;-3.62637;2.98168;0.644689;0.0150879;0;0;3.9185;0.0150879;233.28;
0.0139333;-3.4652;2.82051;0.644689;0;0;0;3.73718;0;231.84;
0.014;-3.30403;2.49817;0.805861;0.0301758;0;-0.0301758;3.49542;0.0301758;230.4;
0.0140667;-3.14286;2.41758;0.725275;0.0150879;0.0150879;0;3.34432;0.0754395;230.4;
0.0141333;-2.98168;2.41758;0.564102;0.0301758;0;0;3.21337;0.0603516;228.96;
0.0142;-2.82051;2.09524;0.725275;0.0150879;-0.0150879;0;2.98168;0.0452637;227.52;
0.0142667;-2.82051;2.25641;0.564103;0.0301758;0;0;3.03205;0;227.52;
0.0143333;-2.57875;2.17582;0.40293;0.0150879;0;0;2.82051;0.0754395;226.08;
0.0144;-2.41758;2.09524;0.322344;0.0150879;0;0.0150879;2.66941;0.0754395;224.64;
0.0144667;-2.337;2.09524;0.241758;0.0150879;0;0;2.61905;0.0754395;224.64;
0.0145333;-1.85348;2.17582;-0.322344;0.0150879;0;0.0150879;2.37729;0.0301758;223.2;
0.0146;-1.85348;2.09524;-0.241758;0.0150879;0;0.0150879;2.32692;0.0150879;221.76;
0.0146667;-1.69231;2.09524;-0.40293;0.0150879;0;0.0150879;2.25641;0.0754395;221.76;
0.0147333;-1.53114;2.01465;-0.483516;0.0150879;0;0.0150879;2.12546;0.0754395;220.32;
0.0148;-1.53114;2.09524;-0.564103;0.0150879;-0.0150879;0.0150879;2.19597;0.0150879;218.88;
0.0148667;-1.20879;2.17582;-0.967033;0;0;0;2.19597;0;218.88;
0.0149333;-1.20879;2.17582;-0.967033;0.0150879;-0.0150879;0;2.19597;0.0905273;217.44;
0.015;-1.20879;2.01465;-0.805861;0.0150879;0;0;2.04487;0.0150879;216;
0.0150667;-1.45055;1.77289;-0.322344;0;0;0;1.91392;0.0301758;216;
0.0151333;-1.12821;2.09524;-0.967033;0.0150879;-0.0150879;0;2.10531;0.0905273;214.56;
0.0152;-1.04762;2.09524;-1.04762;0;0;0;2.10531;0.0603516;213.12;
0.0152667;-1.04762;2.01465;-0.967033;0.0150879;0;0.0150879;2.02473;0.0150879;213.12;
0.0153333;-1.36996;1.85348;-0.483516;0.0150879;0;0.0150879;1.94414;0.0603516;211.68;
0.0154;-0.967033;2.01465;-1.04762;0.0150879;0;0;2.02473;0;210.24;
0.0154667;-0.725275;2.09524;-1.36996;0.0150879;0;0;2.12546;0.0754395;208.8;
0.0155333;-0.805861;2.17582;-1.36996;0.0301758;0;0;2.19597;0.0301758;208.8;
0.0156;-1.04762;2.25641;-1.20879;0.0301758;0;0;2.26648;0.0150879;207.36;
0.0156667;-1.04762;2.09524;-1.04762;0.0150879;0;0;2.10531;0.0452637;205.92;
0.0157333;-0.886447;2.337;-1.45055;0.0150879;0;0.0150879;2.35714;0.0905273;205.92;
0.0158;-0.886447;2.337;-1.45055;0.0150879;0;0.0150879;2.35714;0.0301758;204.48;
0.0158667;-0.725275;2.337;-1.61172;0.0150879;0;0.0150879;2.38736;0.0150879;203.04;
0.0159333;-0.564103;2.41758;-1.85348;0.0301758;-0.0150879;0.0150879;2.51831;0.0754395;201.6;
0.016;-0.40293;2.41758;-2.01465;0.0150879;0;0;2.56868;0.0301758;201.6;
0.0160667;-0.483516;2.41758;-1.93407;0.0150879;-0.0150879;0;2.53846;0.0301758;200.16;
0.0161333;-0.40293;2.57875;-2.17582;0;-0.0150879;0.0150879;2.76007;0.0905273;198.72;
0.0162;-0.241758;2.57875;-2.337;0.0150879;-0.0150879;0;2.83059;0.0301758;198.72;
0.0162667;-0.161172;2.41758;-2.25641;0.0150879;0;0;2.67949;0.0150879;197.28;
0.0163333;0;2.73993;-2.73993;0;0;0.0150879;3.18315;0.0603516;195.84;
0.0164;0;2.82051;-2.82051;0.0150879;0;0;3.27381;0.0150879;194.4;
0.0164667;0.161172;2.9011;-3.06227;0;0;0.0150879;3.4652;0.0754395;194.4;
0.0165333;0.483516;3.14286;-3.62637;0.0150879;0;0.0150879;3.95879;0.0150879;192.96;
0.0166;0.241758;3.30403;-3.54579;0.0150879;-0.0150879;0;3.97894;0.0301758;191.52;
0.0166667;0.322344;3.30403;-3.62637;0.0150879;0;0.0150879;4.0293;0.0754395;191.52;
0.0167333;0.322344;3.54579;-3.86813;0;0;0;4.31136;0.0754395;190.08;
0.0168;0.322344;3.54579;-3.86813;0.0150879;0;0.0150879;4.31136;0.0150879;188.64;
0.0168667;0.483516;3.78755;-4.27106;0.0150879;0;0;4.69414;0.0150879;188.64;
0.0169333;0.241758;3.86813;-4.10989;0.0150879;0;0.0150879;4.6337;0.0754395;187.2;
0.017;0.241758;3.94872;-4.19048;0;0;0;4.72436;0.0150879;185.76;
0.0170667;0;3.94872;-3.94872;0.0150879;0;0.0150879;4.57326;0;185.76;
0.0171333;0;4.0293;-4.0293;0.0150879;0;0.0150879;4.62363;0.0754395;184.32;
0.0172;-0.161172;4.10989;-3.94872;0.0150879;0;0;4.6337;0.0301758;184.32;
0.0172667;-0.161172;4.27106;-4.10989;0.0150879;-0.0150879;0;4.81502;0.0150879;182.88;
0.0173333;-0.483516;4.35165;-3.86813;0.0150879;-0.0150879;0;4.7445;0.0754395;181.44;
0.0174;-0.725275;4.35165;-3.62637;0.0150879;-0.0150879;0;4.64377;0.0301758;181.44;
0.0174667;-0.805861;4.27106;-3.4652;0.0150879;0;0.0150879;4.52289;0.0754395;180;
0.0175333;-0.886447;4.27106;-3.38462;0;-0.0150879;0.0150879;4.49267;0.0905273;180;
0.0176;-1.12821;4.35165;-3.22344;0.0150879;-0.0150879;0;4.50275;0.0150879;178.56;
0.0176667;-1.36996;4.19048;-2.82051;0;-0.0150879;0.0150879;4.27106;0.0754395;177.12;
0.0177333;-1.36996;4.27106;-2.9011;0.0150879;0;-0.0150879;4.35165;0.0603516;177.12;
0.0178;-1.45055;3.86813;-2.41758;0.0150879;-0.0150879;0;3.90842;0.0301758;175.68;
0.0178667;-1.20879;3.86813;-2.65934;0.0150879;-0.0150879;0.0150879;3.94872;0.0150879;174.24;
0.0179333;-1.20879;3.94872;-2.73993;0.0150879;-0.0150879;0;4.03938;0.0754395;174.24;
0.018;-1.04762;3.70696;-2.65934;0.0150879;0;0;3.80769;0.0150879;172.8;
0.0180667;-1.04762;3.4652;-2.41758;0.0150879;-0.0150879;0;3.54579;0.0452637;171.36;
0.0181333;-1.04762;3.30403;-2.25641;0.0150879;-0.0150879;0;3.36447;0.0754395;171.36;
0.0182;-1.12821;2.73993;-1.61172;0.0150879;0;0;2.75;0;169.92;
0.0182667;-0.886447;2.73993;-1.85348;0.0301758;-0.0150879;0.0150879;2.79029;0.0754395;168.48;
0.0183333;-0.483516;2.73993;-2.25641;0.0150879;-0.0150879;0;2.91117;0.0905273;167.04;
0.0184;-0.322344;2.41758;-2.09524;0.0150879;0;0.0150879;2.60897;0.0150879;167.04;
0.0184667;-0.161172;2.25641;-2.09524;0.0150879;0;0.0150879;2.49817;0.0603516;165.6;
0.0185333;0;2.09524;-2.09524;0.0150879;-0.0150879;0.0150879;2.43773;0.0150879;164.16;
0.0186;0.161172;1.77289;-1.93407;0.0150879;-0.0150879;0.0150879;2.16575;0.0150879;162.72;
0.0186667;0.483516;1.69231;-2.17582;0;0;0;2.30678;0.0905273;161.28;
