T;I1;I2;I3;V1;V2;V3;I_tot;V_zero;Phase
0.00946667;-6.9304;2.9011;4.0293;0.0301758;0;0;7.02106;0.0150879;311.04;
0.00953333;-6.9304;2.82051;4.10989;0.0301758;0;0;7.03114;0.0301758;309.6;
0.0096;-6.84982;2.57875;4.27106;0.0301758;0;0;6.98077;0.0754395;306.72;
0.00966667;-6.84982;2.09524;4.75458;0.0301758;0;0;7.0815;0.0150879;305.28;
0.00973333;-6.84982;1.20879;5.64103;0.0301758;0;0;7.37363;0.0150879;303.84;
0.0098;-6.52747;0.161172;6.3663;0.0150879;0.0150879;0;7.51465;0.0754395;302.4;
0.00986667;-6.28571;-1.04762;7.33333;0.0150879;0;-0.0150879;8.04853;0.0150879;299.52;
0.00993333;-5.96337;-2.337;8.30037;0.0150879;0;-0.0150879;8.68315;0.0754395;298.08;
0.01;-5.07692;-2.98168;8.05861;0.0150879;0.0150879;-0.0150879;8.28022;0.0150879;296.64;
0.0100667;-4.59341;-3.4652;8.05861;0.0150879;0;0;8.20971;0;293.76;
0.0101333;-3.94872;-3.30403;7.25275;0.0150879;0.0150879;-0.0150879;7.39377;0.0754395;292.32;
0.0102;-4.10989;-3.38462;7.49451;0;0;0;7.63553;0.0905273;290.88;
0.0102667;-3.78755;-2.9011;6.68864;0.0150879;0;-0.0150879;6.82967;0.0301758;288;
0.0103333;-3.4652;-2.41758;5.88278;0.0150879;0.0150879;-0.0150879;6.03388;0.0754395;286.56;
0.0104;-3.06227;-1.85348;4.91575;0.0150879;0;-0.0150879;5.087;0.0905273;283.68;
0.0104667;-2.65934;-1.04762;3.70696;0.0150879;-0.0150879;0;3.93864;0.0301758;282.24;
0.0105333;-2.41758;-0.40293;2.82051;0.0301758;0;0;3.163;0.0150879;279.36;
0.0106;-2.17582;0.322344;1.85348;0.0150879;0;0;2.40751;0.0754395;277.92;
0.0106667;-2.17582;0.725275;1.45055;0.0150879;0;0;2.27656;0.0150879;275.04;
0.0107333;-2.41758;0.967033;1.45055;0.0150879;-0.0150879;0;2.4881;0.0301758;273.6;
0.0108;-2.57875;1.61172;0.967033;0.0150879;0;0.0150879;2.65934;0.0754395;272.16;
0.0108667;-2.65934;2.01465;0.644689;0.0150879;0;0.0150879;2.82051;0.0452637;269.28;
0.0109333;-2.65934;2.09524;0.564102;0.0150879;0;0.0150879;2.85073;0.0754395;267.84;
0.011;-2.65934;2.41758;0.241758;0.0301758;0;0;2.98168;0.0301758;266.4;
0.0110667;-2.65934;2.57875;0.080586;0.0301758;-0.0150879;0;3.06227;0.0301758;263.52;
0.0111333;-2.73993;3.14286;-0.40293;0.0150879;0;0.0150879;3.45513;0.0754395;262.08;
0.0112;-2.98168;3.70696;-0.725275;0.0150879;0;0.0150879;3.95879;0.0603516;260.64;
0.0112667;-3.14286;4.67399;-1.53114;0;0;0;4.7848;0.0452637;257.76;
0.0113333;-3.94872;5.07692;-1.12821;0.0150879;0;0.0150879;5.35897;0.0754395;256.32;
0.0114;-3.94872;5.64103;-1.69231;0.0150879;0;0;5.81227;0.0754395;253.44;
0.0114667;-4.0293;6.12454;-2.09524;0.0150879;0;0.0150879;6.24542;0.0150879;252;
0.0115333;-4.10989;6.28571;-2.17582;0.0150879;-0.0150879;0;6.39652;0.0301758;250.56;
0.0116;-4.27106;6.28571;-2.01465;0.0150879;0;0;6.43681;0.0754395;247.68;
0.0116667;-4.67399;6.52747;-1.85348;0.0301758;-0.0150879;0;6.74908;0.0301758;246.24;
0.0117333;-5.23809;6.60806;-1.36996;0.0150879;-0.0150879;0;7.00092;0.0150879;243.36;
0.0118;-5.72161;6.52747;-0.805861;0.0150879;0;0;7.15201;0.0754395;241.92;
0.0118667;-6.52747;6.20513;0.322344;0.0150879;-0.0150879;0;7.40385;0.0150879;240.48;
0.0119333;-6.9304;5.8022;1.12821;0.0301758;0;0;7.48443;0.0603516;239.04;
0.012;-7.33333;5.15751;2.17582;0.0301758;-0.0150879;0;7.58516;0.0452637;236.16;
0.0120667;-7.41392;4.35165;3.06227;0.0150879;-0.0150879;0;7.51465;0.0301758;234.72;
0.0121333;-6.9304;3.94872;2.98169;0.0150879;0;0;7.01099;0.0754395;233.28;
0.0122;-6.84982;3.54579;3.30403;0.0150879;0;0;6.91026;0.0754395;230.4;
0.0122667;-6.52747;3.4652;3.06227;0.0150879;0;-0.0150879;6.59798;0.0150879;228.96;
0.0123333;-6.04396;3.30403;2.73993;0.0150879;0;0;6.11447;0.0150879;226.08;
0.0124;-5.56044;3.14286;2.41758;0.0150879;0;0;5.64103;0.0754395;224.64;
0.0124667;-4.67399;2.65934;2.01465;0.0150879;0;0;4.7445;0.0301758;223.2;
0.0125333;-4.0293;2.41758;1.61172;0.0301758;0;0;4.10989;0.0150879;220.32;
0.0126;-2.98168;2.41758;0.564102;0;0;0;3.21337;0.0905273;218.88;
0.0126667;-2.01465;2.09524;-0.0805862;0.0150879;0;0.0150879;2.40751;0.0150879;216;
0.0127333;-2.01465;2.337;-0.322344;0.0150879;0;0;2.56868;0.0905273;214.56;
0.0128;-1.61172;2.82051;-1.20879;0.0150879;-0.0150879;0;2.84066;0.0452637;211.68;
0.0128667;-1.45055;3.22344;-1.77289;0.0301758;0.0150879;-0.0150879;3.23352;0.0150879;210.24;
0.0129333;-1.45055;3.22344;-1.77289;0.0150879;0;0;3.23352;0.0905273;208.8;
0.013;-0.967033;3.22344;-2.25641;0.0301758;-0.0150879;0.0150879;3.30403;0.0301758;205.92;
0.0130667;-0.564103;3.30403;-2.73993;0;0;0;3.51557;0;204.48;
0.0131333;-0.241758;3.30403;-3.06227;0.0150879;0;0;3.65659;0.0905273;201.6;
0.0132;0.40293;3.30403;-3.70696;0;0;0;4.08974;0.0905273;200.16;
0.0132667;0.805861;3.70696;-4.51282;0.0150879;-0.0150879;0.0150879;4.83516;0.0754395;197.28;
0.0133333;1.12821;4.0293;-5.15751;0;0.0150879;0;5.43956;0.0754395;195.84;
0.0134;1.93407;4.35165;-6.28571;0.0150879;0;0.0150879;6.45696;0.0452637;192.96;
0.0134667;2.09524;4.27106;-6.3663;0;0;0.0150879;6.50733;0.0301758;191.52;
0.0135333;2.41758;4.35165;-6.76923;0;0;0.0150879;6.88004;0.0301758;190.08;
0.0136;2.41758;4.67399;-7.09157;0.0150879;0;0.0150879;7.2326;0.0603516;187.2;
0.0136667;2.09524;5.07692;-7.17216;0;-0.0150879;0.0150879;7.39377;0.0301758;185.76;
0.0137333;1.61172;5.72161;-7.33333;0.0150879;0;-0.0150879;7.72619;0.0301758;184.32;
0.0138;0.805861;6.20513;-7.01099;0.0150879;0;0.0150879;7.69597;0.0754395;182.88;
0.0138667;-0.0805861;6.84982;-6.76923;0.0150879;0;0.0150879;7.837;0.0754395;180;
0.0139333;-1.12821;7.25275;-6.12454;0.0150879;-0.0150879;0.0150879;7.78663;0.0754395;178.56;
0.014;-2.01465;8.05861;-6.04396;0.0150879;0;0;8.37088;0.0301758;177.12;
0.0140667;-2.9011;7.97802;-5.07692;0.0150879;0;0.0150879;8.06868;0;175.68;
0.0141333;-3.62637;7.57509;-3.94872;0.0150879;0;0;7.58516;0.0754395;172.8;
0.0142;-3.06227;7.09157;-4.0293;0.0150879;-0.0150879;0;7.11172;0.0754395;171.36;
0.0142667;-2.9011;6.76923;-3.86813;0.0150879;-0.0150879;0;6.78938;0.0301758;169.92;
0.0143333;-2.65934;6.20513;-3.54579;0.0150879;0;0.0150879;6.22527;0.0754395;167.04;
0.0144;-2.01465;5.72161;-3.70696;0.0150879;-0.0150879;0.0150879;5.8022;0.0754395;165.6;
0.0144667;-1.45055;4.91575;-3.4652;0;0;0;5.0467;0;162.72;
0.0145333;-0.725275;3.86813;-3.14286;0.0150879;0;0.0150879;4.09982;0.0150879;159.84;
0.0146;0.0805861;2.98168;-3.06227;0.0150879;0;0.0150879;3.50549;0.0754395;158.4;
0.0146667;1.12821;1.93407;-3.06227;0.0150879;0;0.0150879;3.12271;0;155.52;
0.0147333;1.36996;1.45055;-2.82051;0.0150879;0;0;2.85073;0.0150879;154.08;
0.0148;1.93407;1.36996;-3.30403;0;0;0;3.34432;0.0754395;151.2;
0.0148667;2.17582;1.28938;-3.4652;0.0150879;0;0;3.52564;0.0301758;149.76;
0.0149333;2.337;1.12821;-3.4652;0.0150879;-0.0150879;0;3.56593;0.0905273;148.32;
0.015;2.65934;0.725275;-3.38462;0.0150879;0.0150879;-0.0150879;3.59615;0.0150879;145.44;
0.0150667;3.22344;-0.241758;-2.98168;0;0;0;3.57601;0.0301758;144;
0.0151333;3.94872;-0.805861;-3.14286;-0.0150879;0.0150879;0;4.17033;0.0905273;141.12;
0.0152;4.83516;-1.69231;-3.14286;0;0;0;4.91575;0.0905273;139.68;
0.0152667;5.8022;-2.17582;-3.62637;0;0;0;5.87271;0.0301758;136.8;
0.0153333;6.28571;-2.73993;-3.54579;0;0;0;6.31593;0.0754395;135.36;
0.0154;6.84982;-2.98168;-3.86813;0;0.0150879;0;6.89011;0.0754395;133.92;
0.0154667;7.17216;-2.82051;-4.35165;0;0;0.0150879;7.24267;0.0150879;131.04;
0.0155333;7.17216;-3.14286;-4.0293;0.0150879;0;0.0150879;7.20238;0.0150879;129.6;
0.0156;7.25275;-2.98168;-4.27106;0;0.0150879;0.0150879;7.30311;0.0754395;128.16;
0.0156667;7.41392;-2.25641;-5.15751;0.0150879;0;0.0150879;7.60531;0.0150879;125.28;
0.0157333;7.57509;-1.36996;-6.20513;0;0;0;8.06868;0;123.84;
0.0158;7.25275;-0.483516;-6.76923;0;0;0.0150879;8.0989;0.0754395;122.4;
0.0158667;7.09157;0.644689;-7.73626;0.0150879;0;0.0150879;8.61264;0.0150879;120.96;
0.0159333;6.60806;1.77289;-8.38095;0.0301758;0;0;8.86447;0.0301758;118.08;
0.016;6.12454;2.73993;-8.86447;0.0150879;0;0.0150879;9.10623;0.0452637;116.64;
0.0160667;5.56044;3.4652;-9.02564;0.0150879;-0.0150879;0;9.13645;0.0301758;115.2;
0.0161333;4.67399;3.22344;-7.89744;0;0;0.0301758;7.96795;0.0603516;112.32;
0.0162;4.0293;3.06227;-7.09157;0.0150879;-0.0150879;0.0150879;7.14194;0.0754395;110.88;
0.0162667;3.70696;2.82051;-6.52747;0.0150879;0;0.0150879;6.57784;0.0150879;108;
0.0163333;3.70696;2.41758;-6.12454;0.0150879;-0.0150879;0;6.19505;0.0754395;106.56;
0.0164;3.38462;1.77289;-5.15751;0.0150879;0;0.0150879;5.26831;0.0603516;103.68;
0.0164667;3.14286;1.04762;-4.19048;0;-0.0150879;0.0150879;4.38187;0.0452637;102.24;
0.0165333;2.82051;0.322344;-3.14286;0;0;0;3.48535;0.0150879;99.36;
0.0166;2.57875;-0.483516;-2.09524;0;0;0;2.72985;0.0603516;97.92;
0.0166667;2.57875;-0.967033;-1.61172;0.0150879;0;0.0150879;2.60897;0.0150879;95.04;
0.0167333;2.9011;-1.28938;-1.61172;0;0;0;2.92125;0.0603516;93.6;
0.0168;3.06227;-1.69231;-1.36996;0;0;0;3.08242;0.0905273;92.16;
0.0168667;3.14286;-2.09524;-1.04762;0.0150879;0;-0.0150879;3.22344;0.0452637;90.72;
0.0169333;2.98168;-2.09524;-0.886447;0.0150879;0;0.0150879;3.09249;0.0754395;87.84;
0.017;3.06227;-1.69231;-1.36996;0.0150879;0.0150879;-0.0150879;3.08242;0.0301758;86.4;
0.0170667;2.98168;-2.09524;-0.886447;0.0150879;0;0.0150879;3.09249;0.0150879;84.96;
0.0171333;2.9011;-2.98168;0.080586;0;0;0;3.44505;0.0754395;82.08;
0.0172;3.30403;-3.30403;0;0.0150879;0.0150879;0;3.85806;0.0754395;80.64;
0.0172667;3.54579;-4.10989;0.564103;0.0150879;0.0150879;0;4.51282;0.0150879;77.76;
0.0173333;3.86813;-4.91575;1.04762;0;0;0;5.23809;0.0301758;76.32;
0.0174;4.0293;-5.56044;1.53114;0;0.0150879;0;5.8022;0.0754395;73.44;
0.0174667;4.27106;-6.12454;1.85348;0;0;0;6.33608;0;72;
0.0175333;4.43223;-6.28571;1.85348;0.0150879;0.0150879;0;6.5174;0.0301758;70.56;
0.0176;4.59341;-6.52747;1.93407;0;0;0;6.76923;0.0603516;67.68;
0.0176667;5.31868;-6.68864;1.36996;0.0150879;-0.0150879;0;7.12179;0.0301758;66.24;
0.0177333;5.47985;-7.33333;1.85348;0.0150879;0.0150879;0;7.6859;0.0150879;64.8;
0.0178;6.44689;-7.01099;0.564103;0;0;0;7.84707;0.0754395;61.92;
0.0178667;7.01099;-6.76923;-0.241758;0.0150879;0.0150879;0;8.00824;0.0150879;60.48;
0.0179333;7.65568;-6.28571;-1.36996;0;0;0;8.20971;0.0754395;59.04;
0.018;8.05861;-5.72161;-2.337;0;0;0.0150879;8.33059;0.0150879;56.16;
0.0180667;8.05861;-4.99634;-3.06227;0;0.0150879;0.0150879;8.16941;0.0150879;54.72;
0.0181333;7.65568;-4.51282;-3.14286;0;0.0150879;0.0150879;7.72619;0.0754395;53.28;
0.0182;7.25275;-4.27106;-2.98168;0;0.0150879;0;7.32326;0.0905273;50.4;
0.0182667;6.84982;-3.94872;-2.9011;0;0.0150879;0.0150879;6.90018;0.0754395;48.96;
0.0183333;6.60806;-3.86813;-2.73993;0.0150879;0;0.0150879;6.6685;0.0301758;47.52;
0.0184;6.12454;-3.54579;-2.57875;0;0;0;6.17491;0;44.64;
0.0184667;5.39927;-3.38462;-2.01465;0;0.0150879;0;5.48993;0.0301758;43.2;
0.0185333;4.67399;-3.22344;-1.45055;0;0;0;4.81502;0.0150879;40.32;
0.0186;3.86813;-2.98168;-0.886447;0.0150879;0.0150879;0;4.08974;0.0754395;38.88;
