0.01;0;0;0;11.8;0;26.6;-74.8;0;0;0;0
0.026;0;0;0;11.8;0;26.6;-74.7;0;0;0;0
0.045;0;0;-0.1;11.8;6;26.7;-74.9;0;0;0;0
0.075;0;0;-0.14;11.8;28;26.7;-74.9;0;0;0;0
0.11;0;0;-0.12;11.8;55;26.6;-74.9;0;0;0;0
0.118;0;0;-0.08;11.8;57;26.7;-74.9;0;0;0;0
0.136;0;0;-0.09;11.8;60;26.7;-74.6;0;0;0;0
0.171;0;0;-0.06;11.8;75;26.7;-74.7;0;0;0;0
0.198;0;0;-0.08;11.8;79;26.7;-74.7;0;0;0;0
0.219;0;0;-0.12;11.8;72;26.6;-75;0;0;0;0
0.239;0;0;-0.11;11.8;58;26.7;-74.9;0;0;0;0
0.261;0;0;-0.13;11.8;5;26.7;-74.8;0;0;0;0
0.292;0;0;-0.14;11.8;0;26.7;-74.7;0;0;0;0
0.306;0;0;-0.14;11.8;0;26.7;-74.5;0;0;0;0
0.325;0;0;-0.14;11.8;0;26.7;-74.6;0;0;0;0
0.356;0;0;-0.11;11.8;0;26.7;-74.5;0;0;0;0
0.386;0;0;-0.14;11.8;0;26.7;-74.5;0;0;0;0
0.405;0;0;-0.15;11.8;0;26.7;-74.5;0;0;0;0
0.419;0;0;-0.12;11.8;0;26.7;-74.6;0;0;0;0
0.449;0;0;-0.12;11.8;0;26.7;-74.6;0;0;0;0
0.48;0;0;-0.14;11.8;0;26.7;-74.7;0;0;0;0
0.493;0;0;-0.12;11.8;0;26.7;-75;0;0;0;0
0.511;0;0;-0.14;11.8;0;26.7;-75;0;0;0;0
0.543;0;0;-0.12;11.8;0;26.7;-74.8;0;0;0;0
0.574;0;0;-0.13;11.8;0;26.7;-74.9;0;0;0;0
0.588;0;0;-0.13;11.8;0;26.7;-75.1;0;0;0;0
0.604;0;0;-0.13;11.8;0;26.7;-75.2;0;0;0;0
0.64;0;0;-0.13;11.8;0;26.7;-75;0;0;0;0
0.668;0;0;-0.12;11.8;0;26.7;-75.1;0;0;0;0
0.683;0;0;-0.11;11.8;0;26.7;-75.1;0;0;0;0
0.698;0;0;-0.11;11.8;0;26.7;-75.1;0;0;0;0
0.73;0;0;-0.12;11.8;0;26.7;-75.1;0;0;0;0
0.779;0;0;-0.13;11.8;0;26.7;-75.2;0;0;0;0
0.807;0;0;-0.13;11.8;0;26.7;-75.1;0;0;0;0
0.825;0;0;-0.12;11.8;0;26.7;-75;0;0;0;0
0.842;0;0;-0.12;11.8;0;26.7;-75.1;0;0;0;0
0.87;0;0;-0.13;11.8;0;26.7;-75.4;0;0;0;0
0.9;0;0;-0.12;11.8;0;26.7;-75.2;0;0;0;0
0.918;0;0;-0.12;11.8;0;26.7;-75.1;0;0;0;0
0.934;0;0;-0.14;11.8;0;26.7;-74.9;0;0;0;0
0.964;0;0;-0.13;11.8;0;26.7;-75;0;0;0;0
0.995;0;0;-0.11;11.8;0;26.7;-75.3;0;0;0;0
1.015;0;0;-0.14;11.8;0;26.7;-75.2;0;0;0;0
1.032;0;0;-0.12;11.8;0;26.7;-75.1;0;0;0;0
1.058;0;0;-0.13;11.8;0;26.7;-75.2;0;0;0;0
1.09;0;0;-0.13;11.8;0;26.7;-75;0;0;0;0
1.108;0;0;-0.12;11.8;0;26.7;-75.1;0;0;0;0
1.125;0;0;-0.12;11.8;0;26.7;-75.2;0;0;0;0
1.153;0;0;-0.12;11.8;0;26.7;-75.2;0;0;0;0
1.181;0;0;-0.13;11.8;0;26.7;-75.4;0;0;0;0
1.199;0;0;-0.11;11.8;0;26.7;-75.5;0;0;0;0
1.215;0;0;-0.12;11.8;0;26.7;-75.5;0;0;0;0
1.247;0;0;-0.11;11.8;0;26.7;-75.8;0;0;0;0
1.278;0;0;-0.12;11.8;0;26.7;-75.4;0;0;0;0
1.295;0;0;-0.12;11.8;0;26.7;-75.5;0;0;0;0
1.312;0;0;-0.11;11.8;0;26.7;-75.6;0;0;0;0
1.338;0;0;-0.13;11.8;0;26.7;-75.7;0;0;0;0
1.369;0;0;-0.12;11.8;0;26.7;-75.9;0;0;0;0
1.386;0;0;-0.11;11.8;0;26.7;-76.1;0;0;0;0
1.402;0;0;-0.13;11.8;0;26.7;-76.2;0;0;0;0
1.435;0;0;-0.11;11.8;0;26.7;-76.2;0;0;0;0
1.464;0;0;-0.12;11.8;0;26.7;-76.1;0;0;0;0
1.482;0;0;-0.13;11.8;0;26.7;-75.8;0;0;0;0
1.499;0;0;-0.12;11.8;0;26.7;-75.8;0;0;0;0
1.528;0;0;-0.12;11.8;0;26.7;-75.6;0;0;0;0
1.557;0;0;-0.12;11.8;0;26.7;-75.6;0;0;0;0
1.576;0;0;-0.13;11.8;0;26.8;-75.7;0;0;0;0
1.594;0;0;-0.11;11.8;0;26.7;-75.8;0;0;0;0
1.621;0;0;-0.11;11.8;0;26.7;-75.6;0;0;0;0
1.653;0;0;-0.13;11.8;0;26.8;-75.7;0;0;0;0
1.671;0;0;-0.14;11.8;0;26.7;-75.4;0;0;0;0
1.687;0;0;-0.12;11.8;0;26.7;-75.3;0;0;0;0
1.714;0;0;-0.13;11.8;0;26.7;-75.5;0;0;0;0
1.745;0;0;-0.13;11.8;0;26.7;-75.4;0;0;0;0
1.762;0;0;-0.12;11.8;0;26.8;-75.4;0;0;0;0
1.78;0;0;-0.13;11.8;0;26.8;-75.4;0;0;0;0
1.809;0;0;-0.13;11.8;0;26.8;-75.6;0;0;0;0
1.838;0;0;-0.13;11.8;0;26.8;-75.4;0;0;0;0
1.856;0;0;-0.15;11.8;0;26.8;-75.6;0;0;0;0
1.873;0;0;-0.13;11.8;0;26.8;-75.7;0;0;0;0
1.9;0;0;-0.14;11.8;0;26.8;-75.9;0;0;0;0
1.934;0;0;-0.13;11.8;0;26.8;-75.9;0;0;0;0
1.953;0;0;-0.11;11.8;0;26.8;-75.9;0;0;0;0
1.969;0;0;-0.11;11.8;0;26.8;-75.8;0;0;0;0
1.995;0;0;-0.13;11.8;0;26.8;-75.3;0;0;0;0
2.026;0;0;-0.13;11.8;0;26.8;-75.3;0;0;0;0
2.045;0;0;-0.13;11.8;0;26.8;-75.3;0;0;0;0
2.062;0.708;0.06;5.1;11.8;14;26.8;-75.3;1.9;0;0;0
2.089;0.944;0.08;6.81;11.8;101;26.8;-75.6;1.9;0;0;0
2.121;1.062;0.09;7.24;11.8;168;26.8;-75.4;1.9;0;0;0
2.138;1.18;0.1;8.23;11.8;156;26.8;-75.2;1.9;0;0;0
2.155;0.944;0.08;6.87;11.8;199;26.8;-75.1;1.9;0;0;0
2.186;0.944;0.08;6.9;11.8;239;26.8;-74.9;1.9;0;0;0
2.214;0.944;0.08;6.95;11.8;274;26.8;-74.7;1.9;0;0;0
